S.N.,Date,High,Low,Close
92,8/8/2021,389,383,385
93,8/5/2021,388,382.5,385.6
94,8/4/2021,389.2,383,384.5
95,8/3/2021,388,382,383.8
96,8/2/2021,387.6,383.8,384.2
97,8/1/2021,392,383,384
98,7/29/2021,390,383,384.5
99,7/28/2021,396,385.5,388
100,7/27/2021,394.9,380,390
101,7/26/2021,405,390,393
102,7/25/2021,405,395,400.7
103,7/22/2021,392.5,383,389
104,7/20/2021,388.9,381,384.1
105,7/19/2021,396,383,386.5
106,7/18/2021,385,369,383
107,7/15/2021,370,365,366
108,7/14/2021,371,365,367
109,7/13/2021,372,365,369
110,7/12/2021,380,363,366
111,7/11/2021,375,366,373
112,7/8/2021,368,360,365
113,7/7/2021,365,360,361
114,7/6/2021,367,345,361
115,7/5/2021,370,362,363
116,7/4/2021,375,366,367
117,7/1/2021,373,360,370
118,6/30/2021,363,355,361
119,6/29/2021,380,361,363
120,6/28/2021,377,369,372
121,6/27/2021,373,355,368
122,6/24/2021,363,355,359
123,6/23/2021,375,360,362
124,6/22/2021,373,352,372
125,6/21/2021,385,357,358
126,6/20/2021,390,364,369
127,6/17/2021,385,375,378
128,6/16/2021,393,377,381
129,6/15/2021,397,384,385
130,6/14/2021,396,373,385
131,6/13/2021,374,359,370
132,6/10/2021,376,364,368
133,6/9/2021,384,371,375
134,6/8/2021,382,365,380
135,6/7/2021,385,361,371
136,6/6/2021,378,352,375
137,6/3/2021,349,333,345
138,6/2/2021,342,324,332
139,6/1/2021,334,324,326
140,5/31/2021,346,330,332
141,5/30/2021,343,327,336
142,5/27/2021,336,323,328
143,5/25/2021,342,331,332
144,5/24/2021,348,334,338
145,5/23/2021,338,314,336
146,5/20/2021,324,318,324
147,5/19/2021,323,315,317
148,5/18/2021,318,312,317
149,5/17/2021,320,313,314
150,5/16/2021,313,307,312
151,5/13/2021,308,305,306
152,5/12/2021,308,305,306
153,5/11/2021,310,305,308
154,5/10/2021,307,302,307
155,5/9/2021,311,300,306
156,5/6/2021,310,300,304
157,5/5/2021,304,299,302
158,5/4/2021,304,300,301
159,5/3/2021,310,302,304
160,5/2/2021,308,288,307
161,4/29/2021,305,300,303
162,4/28/2021,309,301,303
163,4/27/2021,305,290,305
164,4/26/2021,306,295,295
165,4/25/2021,313,302,305
166,4/22/2021,314,305,313
167,4/21/2021,315,299,310
168,4/20/2021,316,307,314
169,4/19/2021,320,310,312
170,4/18/2021,331,315,318
171,4/15/2021,329,321,327
172,4/13/2021,321,309,321
173,4/12/2021,314,305,313
174,4/8/2021,310,304,307
175,4/7/2021,310,306,308
176,4/6/2021,320,304,308
177,4/5/2021,318,306,308
178,4/4/2021,315,307,309
179,4/1/2021,310,303,307
180,3/31/2021,310,304,306
181,3/30/2021,306,297,306
182,3/29/2021,303,298,299
183,3/25/2021,314,301,302
184,3/24/2021,310,298,308
185,3/23/2021,299,290,297
186,3/22/2021,303,296,297
187,3/21/2021,305,296,302
188,3/18/2021,301,287,297
189,3/17/2021,288,282,287
190,3/16/2021,288,280,284
191,3/15/2021,290,281,283
192,3/14/2021,291,282,285
193,3/10/2021,296,287,290
194,3/9/2021,298,290,292
195,3/7/2021,305,295,297
196,3/4/2021,300,291,299
197,3/3/2021,295,287,291
198,3/2/2021,308,291,294
199,3/1/2021,306,283,305
200,2/28/2021,306,295,297
201,2/25/2021,313,305,308
202,2/24/2021,321,309,313
203,2/23/2021,310,300,307
204,2/22/2021,327,309,310
205,2/21/2021,338,322,327
206,2/18/2021,337,319,334
207,2/17/2021,320,303,317
208,2/16/2021,314,302,306
209,2/15/2021,305,297,302
210,2/14/2021,312,293,296
211,2/11/2021,312,301,303
212,2/10/2021,305,287,304
213,2/9/2021,308,292,296
214,2/8/2021,298,283,298
215,2/7/2021,285,280,282
216,2/4/2021,288,280,281
217,2/3/2021,295,283,288
218,2/2/2021,290,282,286
219,2/1/2021,282,273,281
220,1/31/2021,285,269,274
221,1/28/2021,293,281,285
222,1/27/2021,298,291,294
223,1/26/2021,300,294,296
224,1/25/2021,300,293,300
225,1/24/2021,303,295,299
226,1/21/2021,305,295,300
227,1/20/2021,300,284,297
228,1/19/2021,288,280,288
229,1/18/2021,286,281,283
230,1/17/2021,288,283,283
231,1/13/2021,286,282,284
232,1/12/2021,282,274,281
233,1/11/2021,292,275,278
234,1/10/2021,289,270,282
235,1/7/2021,268,263,267
236,1/6/2021,265,258,265
237,1/5/2021,263,249,258
238,1/4/2021,271,261,261
239,1/3/2021,261,247,261
240,12/31/2020,279,272,275
241,12/30/2020,276,272,274
242,12/29/2020,279,273,274
243,12/28/2020,281,273,275
244,12/27/2020,292,274,277
245,12/24/2020,298,285,286
246,12/23/2020,300,282,289
247,12/22/2020,281,266,277
248,12/21/2020,270,248,265
249,12/20/2020,278,259,261
250,12/17/2020,283,270,276
251,12/16/2020,270,265,268
252,12/15/2020,275,265,265
253,12/14/2020,277,267,270
254,12/13/2020,268,255,268
255,12/10/2020,256,250,256
256,12/9/2020,263,251,253
257,12/8/2020,271,260,263
258,12/7/2020,267,250,267
259,12/6/2020,277,259,259
260,12/3/2020,282,270,272
261,12/2/2020,282,270,277
262,12/1/2020,289,270,277
263,11/30/2020,312,279,285
264,11/29/2020,289,266,289
265,11/26/2020,268,257,263
266,11/25/2020,256,240,257
267,11/24/2020,248,245,247
268,11/23/2020,248,242,245
269,11/22/2020,252,241,245
270,11/19/2020,245,239,240
271,11/18/2020,242,238,240
272,11/12/2020,242,227,238
273,11/11/2020,238,234,238
274,11/10/2020,237,233,233
275,11/9/2020,239,232,234
276,11/8/2020,239,233,235
277,11/5/2020,240,235,236
278,11/4/2020,240,226,237
279,11/3/2020,241,237,237
280,11/2/2020,244,238,239
281,11/1/2020,244,239,240
282,10/29/2020,252,240,243
283,10/28/2020,248,237,248
284,10/22/2020,238,232,236
285,10/21/2020,237,229,236
286,10/20/2020,241,229,230
287,10/19/2020,230,227,230
288,10/18/2020,234,228,228
289,10/15/2020,230,226,230
290,10/14/2020,229,225,226
291,10/13/2020,230,226,228
292,10/12/2020,230,226,229
293,10/11/2020,235,228,230
294,10/8/2020,240,232,234
295,10/7/2020,238,227,237
296,10/6/2020,231,227,229
297,10/5/2020,235,228,229
298,10/4/2020,236,228,231
299,10/1/2020,235,223,228
300,9/30/2020,225,221,224
301,9/29/2020,236,224,225
302,9/28/2020,231,227,227
303,9/27/2020,234,221,230
304,9/24/2020,228,223,227
305,9/23/2020,226,222,226
306,9/22/2020,232,217,224
307,9/21/2020,243,226,228
308,9/20/2020,241,229,232
309,9/17/2020,229,220,228
310,9/16/2020,224,220,221
311,9/15/2020,228,220,222
312,9/14/2020,228,221,223
313,9/13/2020,224,218,219
314,9/10/2020,232,209,219
315,9/9/2020,222,218,219
316,9/8/2020,222,218,220
317,9/7/2020,224,219,221
318,9/6/2020,236,223,223
319,9/3/2020,230,223,225
320,9/2/2020,233,225,226
321,8/31/2020,227,223,225
322,8/30/2020,226,222,224
323,8/27/2020,232,225,226
324,8/26/2020,230,223,228
325,8/25/2020,228,223,224
326,8/24/2020,224,218,224
327,8/23/2020,219,215,218
328,8/20/2020,220,213,216
329,8/19/2020,219,214,216
330,8/18/2020,222,218,220
331,8/17/2020,222,215,222
332,8/16/2020,222,213,217
333,8/13/2020,227,223,224
334,8/12/2020,231,224,228
335,8/11/2020,235,227,228
336,8/10/2020,231,221,230
337,8/9/2020,222,214,222
338,8/6/2020,220,214,217
339,8/5/2020,221,216,220
340,8/3/2020,227,220,223
341,8/2/2020,230,223,224
342,7/30/2020,231,225,230
343,7/29/2020,238,227,228
344,7/28/2020,237,232,236
345,7/27/2020,242,235,238
346,7/26/2020,242,233,240
347,7/23/2020,239,228,239
348,7/22/2020,240,228,233
349,7/21/2020,246,230,237
350,7/20/2020,269,228,244
351,7/19/2020,245,227,245
352,7/16/2020,223,210,223
353,7/15/2020,211,206,208
354,7/14/2020,210,206,206
355,7/13/2020,213,205,208
356,7/12/2020,210,204,205
357,7/9/2020,207,202,206
358,7/8/2020,210,204,207
359,7/7/2020,212,202,206
360,7/6/2020,209,200,204
361,7/5/2020,205,196,201
362,7/2/2020,223,199,200
363,7/1/2020,220,204,219
364,6/30/2020,201,184,200
365,6/29/2020,198,182,187
366,5/13/2020,204,202,202
367,5/12/2020,210,208,208
368,3/22/2020,214,198,214
369,3/19/2020,207,195,206
370,3/18/2020,206,197,203
371,3/17/2020,211,203,204
372,3/16/2020,221,205,213
373,3/15/2020,224,210,213
374,3/12/2020,234,220,223
375,3/11/2020,232,216,230
376,3/10/2020,238,214,217
377,3/5/2020,238,222,237
378,3/4/2020,250,232,235
379,3/3/2020,260,230,249
380,3/2/2020,260,240,240
381,3/1/2020,279,249,260
382,2/27/2020,266,233,254
383,2/26/2020,245,236,244
384,2/25/2020,242,220,234
385,2/24/2020,241,229,229
386,2/23/2020,233,212,233
387,2/20/2020,212,210,212
388,2/19/2020,213,210,211
389,2/18/2020,219,210,212
390,2/17/2020,211,206,210
391,2/16/2020,205,201,205
392,2/13/2020,206,204,204
393,2/12/2020,209,205,205
394,2/11/2020,206,203,205
395,2/10/2020,203,199,202
396,2/9/2020,204,201,203
397,2/6/2020,207,205,206
398,2/5/2020,207,204,207
399,2/4/2020,206,203,205
400,2/3/2020,207,203,207
401,2/2/2020,209,198,205
402,1/30/2020,200,195,197
403,1/29/2020,199,196,197
404,1/28/2020,201,197,198
405,1/27/2020,199,194,198
406,1/26/2020,200,195,196
407,1/23/2020,203,198,199
408,1/22/2020,205,202,203
409,1/21/2020,208,201,205
410,1/20/2020,210,203,204
411,1/19/2020,212,207,210
412,1/16/2020,211,201,208
413,1/15/2020,205,200,205
414,1/14/2020,203,197,201
415,1/13/2020,204,198,204
416,1/12/2020,199,194,197
417,1/9/2020,194,191,193
418,1/8/2020,200,193,194
419,1/7/2020,197,193,197
420,1/6/2020,193,187,193
421,1/5/2020,188,183,188
422,1/2/2020,183,182,183
423,1/1/2020,185,182,184
424,12/31/2019,184,182,184
425,12/30/2019,184,181,184
426,12/29/2019,185,181,182
427,12/26/2019,185,182,184
428,12/25/2019,184,182,184
429,12/24/2019,185,183,184
430,12/23/2019,185,182,184
431,12/22/2019,184,182,183
432,12/19/2019,185,183,184
433,12/18/2019,186,184,184
434,12/17/2019,187,185,185
435,12/16/2019,190,186,187
436,12/15/2019,194,187,189
437,12/12/2019,191,187,190
438,12/11/2019,188,185,188
439,12/10/2019,189,184,186
440,12/9/2019,189,181,185
441,12/8/2019,184,181,184
442,12/5/2019,184,181,183
443,12/4/2019,183,180,182
444,12/3/2019,182,180,181
445,12/2/2019,181,178,181
446,12/1/2019,182,177,179
447,11/28/2019,182,180,180
448,11/27/2019,183,180,182
449,11/26/2019,183,180,183
450,11/25/2019,182,178,181
451,11/24/2019,182,178,181
452,11/21/2019,184,181,182
453,11/20/2019,187,184,185
454,11/19/2019,185,183,185
455,11/18/2019,185,184,185
456,11/17/2019,186,184,185
457,11/14/2019,186,183,185
458,11/13/2019,185,182,184
459,11/12/2019,189,185,185
460,11/11/2019,189,185,188
461,11/10/2019,187,184,186
462,11/7/2019,188,185,185
463,11/6/2019,188,186,187
464,11/5/2019,190,187,187
465,11/4/2019,191,188,189
466,11/3/2019,198,188,191
467,10/31/2019,203,200,202
468,10/24/2019,202,197,200
469,10/23/2019,199,196,198
470,10/22/2019,198,193,198
471,10/21/2019,198,194,194
472,10/20/2019,197,195,196
473,10/17/2019,197,195,195
474,10/16/2019,199,196,197
475,10/15/2019,198,195,198
476,10/14/2019,197,195,197
477,10/10/2019,198,194,196
478,10/3/2019,196,193,196
479,10/2/2019,194,192,194
480,10/1/2019,195,190,194
481,9/30/2019,191,187,191
482,9/29/2019,191,188,188
483,9/26/2019,193,188,190
484,9/25/2019,194,192,192
485,9/24/2019,196,192,193
486,9/23/2019,195,192,195
487,9/22/2019,196,193,194
488,9/19/2019,203,195,199
489,9/18/2019,201,197,201
490,9/17/2019,197,192,195
491,9/16/2019,193,188,189
492,9/15/2019,194,190,190
493,9/12/2019,196,193,194
494,9/11/2019,198,194,195
495,9/10/2019,199,196,196
496,9/10/2019,199,196,196
497,9/9/2019,199,196,199
498,9/8/2019,204,199,199
499,9/5/2019,203,200,201
500,9/4/2019,204,198,202
501,9/3/2019,204,194,203
502,9/2/2019,198,195,196
503,9/1/2019,201,197,198
504,8/29/2019,201,198,200
505,8/28/2019,200,197,199
506,8/27/2019,202,197,200
507,8/26/2019,199,196,198
508,8/25/2019,201,196,198
509,8/22/2019,202,199,200
510,8/21/2019,202,199,201
511,8/20/2019,202,199,200
512,8/19/2019,207,198,202
513,8/18/2019,201,197,200
514,8/15/2019,201,199,200
515,8/14/2019,203,199,200
516,8/13/2019,201,199,200
517,8/12/2019,202,201,202
518,8/11/2019,202,200,202
519,8/8/2019,204,201,202
520,8/7/2019,205,199,202
521,8/6/2019,202,200,202
522,8/5/2019,206,202,203
523,8/4/2019,208,205,205
524,8/1/2019,209,206,208
525,7/31/2019,210,207,208
526,7/30/2019,212,208,209
527,7/29/2019,210,206,208
528,7/28/2019,210,206,208
529,7/25/2019,216,211,212
530,7/24/2019,218,205,217
531,7/23/2019,218,214,215
532,7/22/2019,216,213,214
533,7/21/2019,217,213,214
534,7/18/2019,219,214,217
535,7/17/2019,216,213,215
536,7/16/2019,214,212,213
537,7/15/2019,214,211,213
538,7/14/2019,212,210,211
539,7/11/2019,212,210,211
540,7/10/2019,212,210,212
541,7/9/2019,213,210,211
542,7/8/2019,216,210,212
543,7/7/2019,215,210,214
544,7/4/2019,213,207,208
545,7/3/2019,212,205,211
546,7/2/2019,208,198,207
547,7/1/2019,201,197,198
548,6/30/2019,201,198,200
549,6/27/2019,201,199,201
550,6/26/2019,201,199,200
551,6/25/2019,202,199,201
552,6/24/2019,201,199,200
553,6/23/2019,203,199,199
554,6/20/2019,203,198,203
555,6/19/2019,200,199,200
556,6/18/2019,202,199,200
557,6/17/2019,202,198,202
558,6/16/2019,201,199,200
559,6/13/2019,205,199,201
560,6/12/2019,202,199,201
561,6/11/2019,202,198,200
562,6/10/2019,201,198,199
563,6/6/2019,202,199,199
564,6/4/2019,204,200,202
565,6/3/2019,205,201,202
566,6/2/2019,210,204,204
567,5/30/2019,222,204,207
568,5/29/2019,202,196,202
569,5/28/2019,197,194,197
570,5/27/2019,197,193,197
571,5/26/2019,199,194,196
572,5/23/2019,199,197,198
573,5/22/2019,199,196,199
574,5/21/2019,198,195,196
575,5/20/2019,199,196,197
576,5/19/2019,200,197,197
577,5/16/2019,200,197,199
578,5/15/2019,202,199,200
579,5/14/2019,200,193,198
580,5/13/2019,195,193,193
581,5/12/2019,195,190,192
582,5/9/2019,196,193,193
583,5/8/2019,199,192,195
584,5/7/2019,194,187,189
585,5/6/2019,193,180,193
586,5/5/2019,184,181,182
587,5/2/2019,185,182,184
588,4/30/2019,192,185,187
589,4/29/2019,192,186,189
590,4/28/2019,197,190,190
591,4/25/2019,197,190,194
592,4/24/2019,195,182,193
593,4/23/2019,183,177,182
594,4/22/2019,188,177,179
595,4/21/2019,186,178,185
596,4/18/2019,180,176,177
597,4/17/2019,181,175,177
598,4/16/2019,179,170,178
599,4/15/2019,171,169,171
600,4/11/2019,171,167,169
601,4/10/2019,170,166,170
602,4/9/2019,173,168,168
603,4/8/2019,175,168,170
604,4/7/2019,169,163,168
605,4/4/2019,168,164,165
606,4/3/2019,168,162,165
607,4/2/2019,167,162,165
608,4/1/2019,164,159,162
609,3/31/2019,163,159,159
610,3/28/2019,162,160,161
611,3/27/2019,163,160,162
612,3/26/2019,163,160,162
613,3/25/2019,161,159,159
614,3/24/2019,161,158,160
615,3/21/2019,164,160,162
616,3/19/2019,164,163,163
617,3/18/2019,166,163,165
618,3/17/2019,168,163,166
619,3/14/2019,167,162,166
620,3/13/2019,170,164,167
621,3/12/2019,169,163,169
622,3/11/2019,166,160,166
623,3/10/2019,162,159,162
624,3/7/2019,162,157,161
625,3/6/2019,159,155,157
626,3/5/2019,158,156,156
627,3/3/2019,160,155,157
628,2/27/2019,159,157,158
629,2/26/2019,160,157,157
630,2/25/2019,160,156,160
631,2/24/2019,160,158,158
632,2/21/2019,159,158,159
633,2/20/2019,161,158,159
634,2/19/2019,163,159,160
635,2/18/2019,164,159,159
636,2/17/2019,162,160,161
637,2/14/2019,164,160,161
638,2/13/2019,164,160,161
639,2/12/2019,164,161,164
640,2/11/2019,165,161,164
641,2/10/2019,165,161,164
642,2/7/2019,166,162,165
643,2/6/2019,164,161,163
644,2/5/2019,165,162,164
645,2/4/2019,163,160,162
646,2/3/2019,166,162,163
647,1/31/2019,166,164,166
648,1/30/2019,168,165,166
649,1/29/2019,168,165,167
650,1/28/2019,167,164,167
651,1/27/2019,167,164,165
652,1/24/2019,167,166,167
653,1/23/2019,169,166,167
654,1/22/2019,171,167,168
655,1/21/2019,170,167,170
656,1/20/2019,170,168,170
657,1/17/2019,173,169,170
658,1/16/2019,173,170,172
659,1/15/2019,173,170,173
660,1/14/2019,173,168,173
661,1/13/2019,174,170,173
662,1/10/2019,175,170,171
663,1/9/2019,174,171,173
664,1/8/2019,174,170,171
665,1/7/2019,172,169,172
666,1/6/2019,173,169,171
667,1/3/2019,175,171,173
668,1/2/2019,177,173,173
669,1/1/2019,181,174,177
